-0.0561035 -16.3477 -33.5835 3 4 0
-0.0494258 -15.8827 -34.3258 3 4 0
-0.0428693 -15.4468 -35.0596 3 4 0
-0.0364859 -15.0402 -35.7833 3 4 0
-0.0303144 -14.6637 -36.4954 3 4 0
-0.0243819 -14.3153 -37.1944 3 4 0
-0.0187052 -13.9963 -37.8794 3 4 0
-0.0132925 -13.7059 -38.5495 3 4 0
-0.00814521 -13.4425 -39.2025 3 4 0
-0.00325967 -13.2051 -39.8414 3 4 0
0.00137158 -12.9929 -40.4641 3 4 0
0.00575849 -12.8056 -41.0703 3 4 0
0.00991247 -12.6392 -41.6594 3 4 0
0.0138457 -12.4941 -42.2319 3 4 0
0.0175705 -12.3708 -42.7892 3 4 0
0.021099 -12.2645 -43.3302 3 4 0
0.0244427 -12.175 -43.8563 3 4 0
0.0276122 -12.1012 -44.3641 3 4 0
0.0306176 -12.0425 -44.8597 3 4 0
0.0334678 -11.9974 -45.3395 3 4 0
0.0361706 -11.9642 -45.8036 3 4 0
0.0387332 -11.9427 -46.2523 3 4 0
0.0411616 -11.9315 -46.6855 3 4 0
0.0434611 -11.9273 -47.107 3 4 0
0.0456361 -11.933 -47.5121 3 4 0
0.0476902 -11.9457 -47.9016 3 4 0
0.0496264 -11.9606 -48.2789 3 4 0
0.0514474 -11.9829 -48.6411 3 4 0
0.0531552 -12.0091 -48.9908 3 4 0
0.0547515 -12.0413 -49.3236 3 4 0
0.0562381 -12.0719 -49.6429 3 4 0
0.0576165 -12.104 -49.9498 3 4 0
0.0588882 -12.1371 -50.2387 3 4 0
0.0600553 -12.1699 -50.5172 3 4 0
0.0611198 -12.2022 -50.7793 3 4 0
0.0620844 -12.2359 -51.0266 3 4 0
0.062952 -12.2673 -51.259 3 4 0
0.0637264 -12.2945 -51.4786 3 4 0
0.0644116 -12.3164 -51.6811 3 4 0
0.0650124 -12.34 -51.8719 3 4 0
0.0655338 -12.3614 -52.0469 3 4 0
0.0659816 -12.3831 -52.2076 3 4 0
0.0663616 -12.3976 -52.3546 3 4 0
0.0666801 -12.4095 -52.4864 3 4 0
0.0669434 -12.4177 -52.6069 3 4 0
0.0671578 -12.427 -52.7124 3 4 0
0.0673296 -12.4351 -52.8069 3 4 0
0.0674648 -12.4414 -52.888 3 4 0
0.0675691 -12.4475 -52.9586 3 4 0
0.0676478 -12.4532 -53.0177 3 4 0
0.0677058 -12.4523 -53.0677 3 4 0
0.0677474 -12.456 -53.1083 3 4 0
0.0677764 -12.4601 -53.1408 3 4 0
0.0677959 -12.4594 -53.1667 3 4 0
0.0678085 -12.4582 -53.1863 3 4 0
0.0678163 -12.4571 -53.2009 3 4 0
0.067821 -12.458 -53.2114 3 4 0
0.0678236 -12.4608 -53.2187 3 4 0
0.0678249 -12.4649 -53.2235 3 4 0
0.0678256 -12.4574 -53.2266 3 4 0
0.0678259 -12.4562 -53.2284 3 4 0
0.0678261 -12.4556 -53.2295 3 4 0
0.0678261 -12.459 -53.23 3 4 0
0.0678261 -12.463 -53.2303 3 4 0
0.0678261 -12.4687 -53.2304 3 4 0
0.0678261 -12.4606 -53.2305 4 4 0
0.0678261 -12.4582 -53.2305 4 4 0
0.0678261 -12.4564 -53.2305 4 4 0
0.0678261 -12.4556 -53.2305 4 4 0
0.0678261 -12.4561 -53.2305 4 4 0
0.0678261 -12.4589 -53.2305 4 4 0
0.0678261 -12.4684 -53.2305 4 4 0
0.0678261 -12.466 -53.2305 4 4 0
0.0678261 -12.4616 -53.2305 4 4 0
0.0678261 -12.4648 -53.2305 4 4 0
0.0678261 -12.4601 -53.2305 4 4 0
0.0678261 -12.4566 -53.2305 4 4 0
0.0678261 -12.4602 -53.2305 4 4 0
0.0678261 -12.4726 -53.2305 4 4 0
0.0678261 -12.4649 -53.2305 4 4 0
0.0678261 -12.4676 -53.2305 4 4 0
0.0678261 -12.4593 -53.2305 4 4 0
0.0678261 -12.4556 -53.2305 4 4 0
0.0678261 -12.4564 -53.2305 4 4 0
0.067826 -12.4886 -53.2305 4 4 0
0.0678189 -12.4766 -53.231 4 4 0
0.0678261 -12.4602 -53.2305 4 4 0
0.067826 -12.4803 -53.2305 4 4 0
0.0678224 -12.4625 -53.2307 4 4 0
0.0678262 -12.4653 -53.2305 4 4 0
0.0678267 -12.5229 -53.2305 4 4 0
0.0677973 -12.5231 -53.2324 4 4 0
0.0678262 -12.4563 -53.2305 4 4 0
0.0678783 -12.5395 -53.2271 4 4 0
0.0679366 -12.6752 -53.2233 4 4 0
0.0679366 -12.277 -53.2233 4 4 0
