t v n o
239.24001 -62.246708 0.00058023602 0.0054364083
239.25 -62.245998 0.00058031827 0.0054337978
239.25999 -62.245289 0.00058040058 0.0054311887
239.27 -62.244579 0.00058048283 0.005428581
239.28 -62.24387 0.00058056513 0.0054259743
239.28999 -62.24316 0.00058064744 0.0054233689
239.3 -62.242451 0.0005807298 0.0054207649
239.31 -62.241741 0.00058081211 0.0054181623
239.32001 -62.241032 0.00058089447 0.0054155611
239.33 -62.240322 0.00058097683 0.0054129609
239.34 -62.239613 0.0005810592 0.0054103625
239.35001 -62.238903 0.00058114162 0.005407765
239.36 -62.238194 0.00058122404 0.005405169
239.37 -62.237484 0.00058130641 0.0054025743
239.38 -62.236774 0.00058138889 0.0053999806
239.39 -62.236065 0.00058147131 0.0053973887
239.39999 -62.235355 0.00058155373 0.0053947978
239.41 -62.234646 0.00058163621 0.0053922082
239.42 -62.233936 0.00058171869 0.0053896201
239.42999 -62.233227 0.00058180117 0.0053870333
239.44 -62.232517 0.00058188371 0.0053844475
239.45 -62.231808 0.00058196619 0.0053818636
239.46001 -62.231098 0.00058204873 0.0053792805
239.47 -62.230389 0.00058213127 0.0053766989
239.48 -62.229679 0.0005822138 0.0053741182
239.49001 -62.22897 0.0005822964 0.0053715394
239.5 -62.22826 0.000582379 0.0053689615
239.50999 -62.227551 0.00058246154 0.0053663854
239.52 -62.226841 0.00058254419 0.0053638099
239.53 -62.226131 0.00058262679 0.0053612362
239.53999 -62.225422 0.00058270944 0.0053586639
239.55 -62.224712 0.00058279204 0.0053560925
239.56 -62.224003 0.00058287469 0.0053535225
239.57001 -62.223293 0.00058295741 0.0053509539
239.58 -62.222584 0.00058304006 0.0053483867
239.59 -62.221874 0.00058312278 0.0053458204
239.60001 -62.221165 0.00058320549 0.0053432561
239.61 -62.220455 0.0005832882 0.0053406926
239.62 -62.219746 0.00058337091 0.0053381305
239.63 -62.219036 0.00058345369 0.0053355694
239.64 -62.218327 0.00058353646 0.0053330101
239.64999 -62.217617 0.00058361923 0.0053304518
239.66 -62.216908 0.000583702 0.0053278948
239.67 -62.216194 0.00058378477 0.0053253393
239.67999 -62.215485 0.0005838676 0.0053227847
239.69 -62.214775 0.00058395043 0.0053202314
239.7 -62.214066 0.00058403326 0.0053176796
239.71001 -62.213356 0.00058411615 0.0053151292
239.72 -62.212646 0.00058419898 0.0053125801
239.73 -62.211937 0.00058428186 0.0053100321
239.74001 -62.211227 0.00058436475 0.0053074853
239.75 -62.210518 0.0005844477 0.00530494
239.75999 -62.209808 0.00058453059 0.0053023961
239.77 -62.209099 0.00058461353 0.0052998536
239.78 -62.208385 0.00058469648 0.005297312
239.78999 -62.207676 0.00058477942 0.0052947719
239.8 -62.206966 0.00058486243 0.0052922326
239.81 -62.206257 0.00058494537 0.0052896952
239.82001 -62.205547 0.00058502838 0.0052871588
239.83 -62.204838 0.00058511138 0.0052846237
239.84 -62.204128 0.00058519444 0.00528209
239.85001 -62.203415 0.00058527745 0.0052795573
239.86 -62.202705 0.00058536051 0.0052770264
239.87 -62.201996 0.00058544357 0.0052744965
239.88 -62.201286 0.00058552669 0.005271968
239.89 -62.200577 0.00058560976 0.0052694404
239.89999 -62.199867 0.00058569288 0.0052669141
239.91 -62.199158 0.000585776 0.0052643893
239.92 -62.198444 0.00058585912 0.0052618659
239.92999 -62.197735 0.0005859423 0.0052593439
239.94 -62.197025 0.00058602542 0.0052568228
239.95 -62.196316 0.0005861086 0.0052543031
239.96001 -62.195606 0.00058619177 0.0052517843
239.97 -62.194893 0.00058627501 0.0052492674
239.98 -62.194183 0.00058635825 0.0052467515
239.99001 -62.193474 0.00058644143 0.0052442369
240 -62.192764 0.00058652472 0.0052417237
240.00999 -62.192055 0.00058660796 0.0052392115
240.02 -62.191341 0.00058669125 0.0052367006
240.03 -62.190632 0.00058677449 0.0052341912
240.03999 -62.189922 0.00058685779 0.0052316831
240.05 -62.189213 0.00058694114 0.005229176
240.06 -62.188499 0.00058702443 0.0052266703
240.07001 -62.18779 0.00058710779 0.005224166
240.08 -62.18708 0.00058719114 0.0052216626
240.09 -62.186371 0.0005872745 0.0052191606
240.10001 -62.185658 0.00058735791 0.00521666
240.11 -62.184948 0.00058744132 0.0052141608
240.12 -62.184238 0.00058752473 0.0052116625
240.13 -62.183525 0.00058760814 0.0052091656
240.14 -62.182816 0.00058769155 0.0052066701
240.14999 -62.182106 0.00058777502 0.0052041756
240.16 -62.181396 0.00058785849 0.0052016824
240.17 -62.180683 0.00058794196 0.0051991907
240.17999 -62.179974 0.00058802549 0.0051967003
240.19 -62.179264 0.00058810896 0.0051942109
240.2 -62.178551 0.00058819249 0.0051917229
240.21001 -62.177841 0.00058827607 0.0051892363
240.22 -62.177132 0.0005883596 0.0051867506
240.23 -62.176418 0.00058844319 0.0051842663
240.24001 -62.175709 0.00058852677 0.0051817833
240.25 -62.174999 0.00058861036 0.0051793018
240.25999 -62.174286 0.00058869395 0.0051768213
240.27 -62.173576 0.00058877759 0.0051743421
240.28 -62.172863 0.00058886124 0.0051718643
240.28999 -62.172153 0.00058894488 0.0051693874
240.3 -62.171444 0.00058902852 0.005166912
240.31 -62.170731 0.00058911223 0.0051644375
240.32001 -62.170021 0.00058919593 0.0051619648
240.33 -62.169308 0.00058927963 0.0051594931
240.34 -62.168598 0.00058936334 0.0051570227
240.35001 -62.167889 0.0005894471 0.0051545533
240.36 -62.167175 0.00058953086 0.0051520853
240.37 -62.166466 0.00058961462 0.0051496187
240.38 -62.165752 0.00058969838 0.005147153
240.39 -62.165043 0.0005897822 0.0051446892
240.39999 -62.16433 0.00058986602 0.0051422259
240.41 -62.16362 0.00058994984 0.0051397644
240.42 -62.16291 0.00059003365 0.0051373038
240.42999 -62.162197 0.00059011753 0.0051348447
240.44 -62.161488 0.00059020141 0.0051323865
240.45 -62.160774 0.00059028529 0.0051299301
240.46001 -62.160065 0.00059036916 0.0051274747
240.47 -62.159351 0.0005904531 0.0051250202
240.48 -62.158642 0.00059053703 0.0051225671
240.49001 -62.157928 0.00059062097 0.0051201154
240.5 -62.157219 0.00059070496 0.005117665
240.50999 -62.156506 0.0005907889 0.0051152157
240.52 -62.155792 0.00059087289 0.0051127677
240.53 -62.155083 0.00059095689 0.0051103206
240.53999 -62.154369 0.00059104094 0.0051078754
240.55 -62.15366 0.00059112499 0.0051054307
240.56 -62.152946 0.00059120898 0.0051029879
240.57001 -62.152237 0.00059129309 0.0051005459
240.58 -62.151524 0.00059137715 0.0050981054
240.59 -62.150814 0.00059146126 0.0050956658
240.60001 -62.150101 0.00059154537 0.0050932276
240.61 -62.149387 0.00059162948 0.0050907908
240.62 -62.148678 0.00059171364 0.0050883554
240.63 -62.147964 0.00059179775 0.0050859209
240.64 -62.147251 0.00059188192 0.0050834874
240.64999 -62.146542 0.00059196615 0.0050810557
240.66 -62.145828 0.00059205032 0.0050786249
240.67 -62.145119 0.00059213454 0.0050761951
240.67999 -62.144405 0.00059221877 0.0050737672
240.69 -62.143692 0.000592303 0.0050713401
240.7 -62.142982 0.00059238728 0.005068914
240.71001 -62.142269 0.00059247157 0.0050664893
240.72 -62.141556 0.00059255585 0.005064066
240.73 -62.140846 0.00059264014 0.0050616441
240.74001 -62.140133 0.00059272448 0.0050592232
240.75 -62.13942 0.00059280882 0.0050568036
240.75999 -62.138706 0.00059289316 0.0050543849
240.77 -62.137997 0.00059297757 0.0050519677
240.78 -62.137283 0.00059306191 0.0050495518
240.78999 -62.13657 0.00059314631 0.0050471369
240.8 -62.135857 0.00059323077 0.0050447234
240.81 -62.135147 0.00059331517 0.0050423108
240.82001 -62.134434 0.00059339963 0.0050398996
240.83 -62.13372 0.00059348409 0.0050374898
240.84 -62.133007 0.00059356855 0.0050350809
240.85001 -62.132298 0.00059365307 0.0050326735
240.86 -62.131584 0.00059373758 0.0050302674
240.87 -62.130871 0.0005938221 0.0050278623
240.88 -62.130157 0.00059390662 0.0050254585
240.89 -62.129444 0.00059399119 0.0050230562
240.89999 -62.128731 0.00059407577 0.0050206548
240.91 -62.128021 0.00059416034 0.0050182543
240.92 -62.127308 0.00059424492 0.0050158557
240.92999 -62.126595 0.00059432955 0.005013458
240.94 -62.125881 0.00059441419 0.0050110612
240.95 -62.125168 0.00059449882 0.0050086658
240.96001 -62.124454 0.00059458351 0.0050062719
240.97 -62.123741 0.00059466821 0.0050038788
240.98 -62.123028 0.0005947529 0.0050014872
240.99001 -62.122314 0.00059483759 0.004999097
241 -62.121605 0.00059492234 0.0049967077
241.00999 -62.120892 0.00059500709 0.0049943193
241.02 -62.120178 0.00059509184 0.0049919328
241.03 -62.119465 0.00059517665 0.0049895472
241.03999 -62.118752 0.0005952614 0.0049871625
241.05 -62.118038 0.00059534621 0.0049847793
241.06 -62.117325 0.00059543108 0.0049823974
241.07001 -62.116611 0.00059551588 0.0049800165
241.08 -62.115898 0.00059560075 0.004977637
241.09 -62.115185 0.00059568562 0.0049752588
241.10001 -62.114471 0.00059577054 0.0049728816
241.11 -62.113758 0.00059585541 0.0049705054
241.12 -62.113045 0.00059594034 0.004968131
241.13 -62.112331 0.00059602532 0.004965757
241.14 -62.111614 0.00059611024 0.0049633849
241.14999 -62.110901 0.00059619523 0.0049610138
241.16 -62.110188 0.00059628021 0.0049586436
241.17 -62.109474 0.00059636525 0.0049562748
241.17999 -62.108761 0.00059645023 0.0049539073
241.19 -62.108047 0.00059653528 0.0049515408
241.2 -62.107334 0.00059662032 0.0049491758
241.21001 -62.106621 0.00059670542 0.0049468121
241.22 -62.105907 0.00059679052 0.0049444493
241.23 -62.10519 0.00059687562 0.0049420875
241.24001 -62.104477 0.00059696072 0.004939727
241.25 -62.103764 0.00059704587 0.004937368
241.25999 -62.10305 0.00059713103 0.0049350099
241.27 -62.102337 0.00059721619 0.0049326532
241.28 -62.10162 0.00059730135 0.0049302974
241.28999 -62.100906 0.00059738656 0.004927943
241.3 -62.100193 0.00059747178 0.00492559
241.31 -62.09948 0.00059755705 0.004923238
241.32001 -62.098763 0.00059764227 0.0049208873
241.33 -62.098049 0.00059772754 0.0049185376
241.34 -62.097336 0.00059781288 0.0049161892
241.35001 -62.096622 0.00059789815 0.0049138418
241.36 -62.095905 0.00059798348 0.0049114958
241.37 -62.095192 0.00059806881 0.0049091508
241.38 -62.094479 0.00059815415 0.0049068071
241.39 -62.093761 0.00059823954 0.0049044648
241.39999 -62.093048 0.00059832493 0.0049021235
241.41 -62.092335 0.00059841032 0.0048997831
241.42 -62.091618 0.00059849577 0.004897444
241.42999 -62.090904 0.00059858122 0.0048951064
241.44 -62.090191 0.00059866667 0.0048927697
241.45 -62.089474 0.00059875211 0.0048904344
241.46001 -62.08876 0.00059883762 0.0048881001
241.47 -62.088043 0.00059892313 0.0048857671
241.48 -62.08733 0.00059900864 0.0048834356
241.49001 -62.086613 0.0005990942 0.0048811049
241.5 -62.085899 0.00059917977 0.0048787752
241.50999 -62.085186 0.00059926533 0.0048764469
241.52 -62.084469 0.00059935095 0.00487412
241.53 -62.083755 0.00059943652 0.004871794
241.53999 -62.083038 0.0005995222 0.004869469
241.55 -62.082325 0.00059960783 0.0048671453
241.56 -62.081608 0.00059969351 0.0048648231
241.57001 -62.080891 0.00059977919 0.0048625018
241.58 -62.080177 0.00059986487 0.0048601818
241.59 -62.07946 0.00059995061 0.0048578628
241.60001 -62.078747 0.00060003629 0.0048555452
241.61 -62.07803 0.00060012209 0.0048532286
241.62 -62.077316 0.00060020783 0.0048509133
241.63 -62.076599 0.00060029363 0.004848599
241.64 -62.075882 0.00060037943 0.004846286
241.64999 -62.075169 0.00060046522 0.0048439745
241.66 -62.074451 0.00060055108 0.0048416639
241.67 -62.073734 0.00060063694 0.0048393542
241.67999 -62.073021 0.00060072279 0.0048370459
241.69 -62.072304 0.00060080871 0.0048347386
241.7 -62.071587 0.00060089462 0.0048324326
241.71001 -62.070873 0.00060098054 0.004830128
241.72 -62.070156 0.00060106651 0.0048278244
241.73 -62.069439 0.00060115248 0.0048255217
241.74001 -62.068722 0.00060123845 0.0048232204
241.75 -62.068008 0.00060132443 0.0048209201
241.75999 -62.067291 0.00060141046 0.0048186211
241.77 -62.066574 0.00060149649 0.0048163235
241.78 -62.065857 0.00060158252 0.0048140269
241.78999 -62.06514 0.00060166861 0.0048117312
241.8 -62.064426 0.0006017547 0.0048094369
241.81 -62.063709 0.00060184079 0.0048071439
241.82001 -62.062992 0.00060192693 0.004804852
241.83 -62.062275 0.00060201308 0.0048025609
241.84 -62.061558 0.00060209923 0.0048002712
241.85001 -62.060841 0.00060218544 0.0047979825
241.86 -62.060123 0.00060227164 0.0047956952
241.87 -62.059406 0.00060235785 0.0047934093
241.88 -62.058689 0.00060244405 0.0047911243
241.89 -62.057976 0.00060253032 0.0047888402
241.89999 -62.057259 0.00060261658 0.0047865575
241.91 -62.056541 0.0006027029 0.0047842758
241.92 -62.055824 0.00060278916 0.0047819954
241.92999 -62.055107 0.00060287555 0.004779716
241.94 -62.05439 0.00060296187 0.004777438
241.95 -62.053673 0.00060304825 0.0047751614
241.96001 -62.052952 0.00060313463 0.0047728852
241.97 -62.052235 0.00060322101 0.0047706109
241.98 -62.051517 0.00060330745 0.0047683371
241.99001 -62.0508 0.00060339388 0.0047660652
242 -62.050083 0.00060348032 0.0047637937
242.00999 -62.049366 0.00060356676 0.0047615236
242.02 -62.048649 0.00060365326 0.0047592549
242.03 -62.047932 0.00060373981 0.0047569871
242.03999 -62.047215 0.00060382631 0.0047547207
242.05 -62.046494 0.00060391286 0.0047524553
242.06 -62.045776 0.00060399942 0.0047501908
242.07001 -62.045059 0.00060408603 0.0047479277
242.08 -62.044342 0.00060417264 0.0047456655
242.09 -62.043625 0.00060425926 0.0047434047
242.10001 -62.042904 0.00060434587 0.0047411453
242.11 -62.042187 0.00060443254 0.0047388864
242.12 -62.04147 0.00060451921 0.0047366293
242.13 -62.040749 0.00060460594 0.0047343727
242.14 -62.040031 0.00060469267 0.004732118
242.14999 -62.039314 0.0006047794 0.0047298637
242.16 -62.038593 0.00060486613 0.0047276109
242.17 -62.037876 0.00060495292 0.0047253594
242.17999 -62.037159 0.00060503971 0.0047231088
242.19 -62.036438 0.00060512655 0.0047208592
242.2 -62.035721 0.00060521334 0.004718611
242.21001 -62.035 0.00060530024 0.0047163637
242.22 -62.034283 0.00060538709 0.0047141179
242.23 -62.033566 0.00060547399 0.0047118729
242.24001 -62.032845 0.0006055609 0.0047096293
242.25 -62.032127 0.0006056478 0.0047073867
242.25999 -62.031406 0.00060573476 0.0047051455
242.27 -62.030689 0.00060582173 0.0047029052
242.28 -62.029968 0.00060590875 0.0047006658
242.28999 -62.029251 0.00060599571 0.0046984279
242.3 -62.02853 0.00060608273 0.0046961908
242.31 -62.027809 0.00060616981 0.0046939552
242.32001 -62.027092 0.00060625689 0.0046917205
242.33 -62.026371 0.00060634397 0.0046894872
242.34 -62.025654 0.00060643104 0.0046872548
242.35001 -62.024933 0.00060651818 0.0046850233
242.36 -62.024212 0.00060660532 0.0046827933
242.37 -62.023495 0.00060669245 0.0046805646
242.38 -62.022774 0.00060677965 0.0046783364
242.39 -62.022053 0.00060686684 0.0046761101
242.39999 -62.021336 0.0006069541 0.0046738843
242.41 -62.020615 0.00060704135 0.0046716598
242.42 -62.019894 0.0006071286 0.0046694367
242.42999 -62.019173 0.00060721586 0.0046672146
242.44 -62.018456 0.00060730317 0.0046649934
242.45 -62.017735 0.00060739048 0.0046627736
242.46001 -62.017014 0.00060747785 0.0046605547
242.47 -62.016293 0.00060756516 0.0046583368
242.48 -62.015572 0.00060765259 0.0046561202
242.49001 -62.014851 0.00060773996 0.0046539051
242.5 -62.01413 0.00060782739 0.0046516904
242.50999 -62.013412 0.00060791482 0.0046494775
242.52 -62.012691 0.0006080023 0.0046472652
242.53 -62.011971 0.00060808979 0.0046450542
242.53999 -62.01125 0.00060817727 0.0046428447
242.55 -62.010529 0.00060826482 0.004640636
242.56 -62.009808 0.00060835236 0.0046384283
242.57001 -62.009087 0.00060843991 0.0046362216
242.58 -62.008366 0.00060852751 0.0046340162
242.59 -62.007645 0.00060861511 0.0046318122
242.60001 -62.006924 0.00060870271 0.0046296092
242.61 -62.006203 0.00060879037 0.0046274071
242.62 -62.005478 0.00060887804 0.0046252063
242.63 -62.004757 0.0006089657 0.0046230066
242.64 -62.004036 0.00060905342 0.0046208077
242.64999 -62.003315 0.00060914113 0.0046186103
242.66 -62.002594 0.00060922885 0.0046164137
242.67 -62.001873 0.00060931663 0.0046142186
242.67999 -62.001148 0.00060940441 0.0046120244
242.69 -62.000427 0.00060949224 0.0046098311
242.7 -61.999706 0.00060958008 0.0046076393
242.71001 -61.998985 0.00060966791 0.0046054483
242.72 -61.998264 0.00060975581 0.0046032588
242.73 -61.99754 0.00060984364 0.0046010702
242.74001 -61.996819 0.00060993159 0.0045988825
242.75 -61.996098 0.00061001949 0.0045966962
242.75999 -61.995373 0.00061010744 0.0045945109
242.77 -61.994652 0.00061019545 0.0045923269
242.78 -61.993927 0.00061028346 0.0045901434
242.78999 -61.993206 0.00061037147 0.0045879618
242.8 -61.992485 0.00061045948 0.0045857807
242.81 -61.99176 0.00061054755 0.0045836009
242.82001 -61.991039 0.00061063562 0.0045814225
242.83 -61.990314 0.00061072374 0.0045792446
242.84 -61.989594 0.00061081187 0.0045770686
242.85001 -61.988869 0.0006109 0.004574893
242.86 -61.988148 0.00061098812 0.0045727189
242.87 -61.987423 0.00061107631 0.0045705456
242.88 -61.986702 0.00061116455 0.0045683738
242.89 -61.985977 0.00061125279 0.0045662029
242.89999 -61.985252 0.00061134103 0.0045640329
242.91 -61.984531 0.00061142928 0.0045618643
242.92 -61.983807 0.00061151758 0.0045596967
242.92999 -61.983082 0.00061160588 0.0045575299
242.94 -61.982361 0.00061169424 0.0045553646
242.95 -61.981636 0.0006117826 0.0045532002
242.96001 -61.980911 0.00061187096 0.0045510372
242.97 -61.98019 0.00061195937 0.0045488751
242.98 -61.979465 0.00061204779 0.004546714
242.99001 -61.978741 0.00061213621 0.0045445538
243 -61.978016 0.00061222469 0.004542395
243.00999 -61.977291 0.00061231316 0.0045402371
243.02 -61.976566 0.00061240169 0.0045380807
243.03 -61.975845 0.00061249017 0.0045359251
243.03999 -61.975121 0.00061257876 0.0045337705
243.05 -61.974396 0.0006126673 0.0045316173
243.06 -61.973671 0.00061275589 0.004529465
243.07001 -61.972946 0.00061284454 0.0045273136
243.08 -61.972221 0.00061293319 0.0045251637
243.09 -61.971497 0.00061302184 0.0045230146
243.10001 -61.970772 0.00061311049 0.004520867
243.11 -61.970047 0.0006131992 0.0045187199
243.12 -61.969322 0.00061328796 0.0045165741
243.13 -61.968597 0.00061337667 0.0045144297
243.14 -61.967873 0.00061346544 0.0045122863
243.14999 -61.967148 0.00061355426 0.0045101438
243.16 -61.966419 0.00061364309 0.0045080022
243.17 -61.965694 0.00061373191 0.004505862
243.17999 -61.96497 0.00061382074 0.0045037228
243.19 -61.964245 0.00061390962 0.0045015845
243.2 -61.96352 0.00061399856 0.0044994475
243.21001 -61.962791 0.00061408745 0.0044973115
243.22 -61.962067 0.00061417645 0.004495177
243.23 -61.961342 0.00061426539 0.0044930428
243.24001 -61.960617 0.00061435439 0.0044909101
243.25 -61.959888 0.00061444339 0.0044887788
243.25999 -61.959164 0.00061453244 0.0044866484
243.27 -61.958435 0.0006146215 0.0044845189
243.28 -61.95771 0.00061471056 0.0044823904
243.28999 -61.956985 0.00061479968 0.0044802632
243.3 -61.956257 0.00061488879 0.004478137
243.31 -61.955532 0.00061497797 0.0044760117
243.32001 -61.954803 0.00061506714 0.0044738878
243.33 -61.954079 0.00061515631 0.0044717644
243.34 -61.95335 0.00061524555 0.0044696429
243.35001 -61.952625 0.00061533478 0.0044675218
243.36 -61.951897 0.00061542407 0.0044654021
243.37 -61.951172 0.00061551336 0.0044632833
243.38 -61.950443 0.00061560265 0.004461166
243.39 -61.949715 0.000615692 0.0044590496
243.39999 -61.94899 0.00061578135 0.0044569341
243.41 -61.948261 0.00061587075 0.0044548195
243.42 -61.947533 0.00061596016 0.0044527063
243.42999 -61.946808 0.00061604957 0.0044505941
243.44 -61.946079 0.00061613903 0.0044484828
243.45 -61.945351 0.0006162285 0.0044463729
243.46001 -61.944622 0.00061631802 0.0044442639
243.47 -61.943893 0.00061640755 0.0044421558
243.48 -61.943169 0.00061649707 0.0044400492
243.49001 -61.94244 0.00061658665 0.0044379435
243.5 -61.941711 0.00061667623 0.0044358387
243.50999 -61.940983 0.00061676581 0.0044337348
243.52 -61.940254 0.00061685545 0.0044316323
243.53 -61.939526 0.00061694515 0.0044295308
243.53999 -61.938797 0.00061703479 0.0044274302
243.55 -61.938068 0.00061712455 0.004425331
243.56 -61.93734 0.00061721425 0.0044232327
243.57001 -61.936611 0.000617304 0.0044211354
243.58 -61.935883 0.00061739382 0.004419039
243.59 -61.935154 0.00061748357 0.004416944
243.60001 -61.934425 0.00061757345 0.0044148499
243.61 -61.933693 0.00061766326 0.0044127568
243.62 -61.932964 0.00061775313 0.004410665
243.63 -61.932236 0.00061784306 0.0044085742
243.64 -61.931507 0.00061793294 0.0044064843
243.64999 -61.930779 0.00061802292 0.0044043954
243.66 -61.930046 0.00061811286 0.0044023078
243.67 -61.929317 0.00061820284 0.0044002212
243.67999 -61.928589 0.00061829289 0.0043981355
243.69 -61.927856 0.00061838294 0.0043960512
243.7 -61.927128 0.00061847299 0.0043939678
243.71001 -61.926399 0.00061856309 0.0043918854
243.72 -61.925667 0.0006186532 0.0043898039
243.73 -61.924938 0.00061874336 0.0043877237
243.74001 -61.924206 0.00061883352 0.0043856446
243.75 -61.923477 0.00061892369 0.0043835663
243.75999 -61.922745 0.00061901391 0.004381489
243.77 -61.922016 0.00061910413 0.0043794131
243.78 -61.921284 0.00061919441 0.0043773381
243.78999 -61.920555 0.00061928469 0.004375264
243.8 -61.919823 0.00061937503 0.0043731914
243.81 -61.91909 0.00061946531 0.0043711192
243.82001 -61.918362 0.00061955571 0.0043690484
243.83 -61.917629 0.0006196461 0.004366979
243.84 -61.916897 0.0006197365 0.0043649101
243.85001 -61.916168 0.0006198269 0.0043628425
243.86 -61.915436 0.00061991741 0.0043607759
243.87 -61.914703 0.00062000786 0.0043587103
243.88 -61.913971 0.00062009838 0.004356646
243.89 -61.913239 0.00062018889 0.0043545826
243.89999 -61.912506 0.00062027946 0.0043525202
243.91 -61.911777 0.00062037003 0.0043504587
243.92 -61.911045 0.00062046066 0.0043483987
243.92999 -61.910313 0.00062055129 0.004346339
243.94 -61.90958 0.00062064198 0.0043442808
243.95 -61.908848 0.00062073261 0.004342224
243.96001 -61.908115 0.00062082335 0.0043401676
243.97 -61.907383 0.0006209141 0.0043381127
243.98 -61.906651 0.00062100485 0.0043360586
243.99001 -61.905914 0.00062109559 0.0043340055
244 -61.905182 0.00062118645 0.0043319538
244.00999 -61.904449 0.00062127726 0.0043299031
244.02 -61.903717 0.00062136812 0.0043278527
244.03 -61.902985 0.00062145904 0.0043258043
244.03999 -61.902252 0.0006215499 0.0043237563
244.05 -61.901516 0.00062164088 0.0043217097
244.06 -61.900784 0.0006217318 0.0043196641
244.07001 -61.900051 0.00062182284 0.0043176194
244.08 -61.899315 0.00062191382 0.0043155756
244.09 -61.898582 0.00062200485 0.0043135332
244.10001 -61.89785 0.00062209595 0.0043114917
244.11 -61.897114 0.00062218704 0.0043094512
244.12 -61.896381 0.00062227814 0.0043074116
244.13 -61.895645 0.00062236929 0.0043053734
244.14 -61.894913 0.00062246044 0.0043033357
244.14999 -61.894176 0.00062255166 0.0043012993
244.16 -61.893444 0.00062264287 0.0042992639
244.17 -61.892708 0.00062273414 0.0042972299
244.17999 -61.891972 0.00062282541 0.0042951964
244.19 -61.891239 0.00062291668 0.0042931642
244.2 -61.890503 0.000623008 0.004291133
244.21001 -61.889767 0.00062309939 0.0042891032
244.22 -61.889034 0.00062319072 0.0042870739
244.23 -61.888298 0.00062328216 0.0042850459
244.24001 -61.887562 0.00062337361 0.0042830189
244.25 -61.886826 0.00062346505 0.0042809928
244.25999 -61.886089 0.00062355649 0.0042789676
244.27 -61.885353 0.00062364805 0.0042769439
244.28 -61.884621 0.00062373956 0.004274921
244.28999 -61.883884 0.00062383112 0.0042728991
244.3 -61.883148 0.00062392274 0.0042708782
244.31 -61.882412 0.00062401436 0.0042688581
244.32001 -61.881676 0.00062410597 0.0042668395
244.33 -61.880939 0.00062419765 0.0042648213
244.34 -61.880203 0.00062428933 0.0042628045
244.35001 -61.879463 0.00062438106 0.0042607891
244.36 -61.878727 0.0006244728 0.0042587742
244.37 -61.877991 0.00062456459 0.0042567607
244.38 -61.877254 0.00062465639 0.0042547476
244.39 -61.876518 0.00062474824 0.004252736
244.39999 -61.875778 0.00062484009 0.0042507257
244.41 -61.875042 0.000624932 0.0042487159
244.42 -61.874306 0.00062502391 0.0042467075
244.42999 -61.873566 0.00062511582 0.0042446996
244.44 -61.872829 0.00062520779 0.0042426931
244.45 -61.872093 0.00062529981 0.0042406875
244.46001 -61.871353 0.00062539178 0.0042386833
244.47 -61.870617 0.00062548387 0.0042366795
244.48 -61.869877 0.00062557595 0.0042346772
244.49001 -61.869141 0.00062566804 0.0042326758
244.5 -61.868401 0.00062576018 0.0042306753
244.50999 -61.867664 0.00062585232 0.0042286757
244.52 -61.866924 0.00062594452 0.0042266776
244.53 -61.866184 0.00062603672 0.0042246799
244.53999 -61.865448 0.00062612898 0.0042226836
244.55 -61.864708 0.00062622124 0.0042206882
244.56 -61.863968 0.00062631356 0.0042186938
244.57001 -61.863228 0.00062640588 0.0042167008
244.58 -61.862492 0.00062649819 0.0042147082
244.59 -61.861752 0.00062659057 0.0042127171
244.60001 -61.861012 0.000626683 0.0042107268
244.61 -61.860271 0.00062677544 0.0042087375
244.62 -61.859531 0.00062686793 0.0042067491
244.63 -61.858791 0.00062696042 0.0042047622
244.64 -61.858051 0.00062705291 0.0042027757
244.64999 -61.857311 0.00062714546 0.0042007905
244.66 -61.856571 0.00062723801 0.0041988064
244.67 -61.855831 0.00062733062 0.0041968231
244.67999 -61.855091 0.00062742329 0.0041948408
244.69 -61.854351 0.00062751595 0.0041928594
244.7 -61.853611 0.00062760862 0.0041908794
244.71001 -61.852867 0.00062770135 0.0041889003
244.72 -61.852127 0.00062779407 0.0041869222
244.73 -61.851387 0.00062788685 0.004184945
244.74001 -61.850647 0.00062797969 0.0041829688
244.75 -61.849903 0.00062807254 0.0041809934
244.75999 -61.849163 0.00062816538 0.0041790195
244.77 -61.848419 0.00062825828 0.004177046
244.78 -61.847679 0.00062835118 0.0041750739
244.78999 -61.846939 0.00062844413 0.0041731028
244.8 -61.846195 0.00062853709 0.0041711326
244.81 -61.845451 0.00062863011 0.0041691638
244.82001 -61.844711 0.00062872312 0.0041671954
244.83 -61.843967 0.0006288162 0.0041652285
244.84 -61.843227 0.00062890933 0.004163262
244.85001 -61.842484 0.0006290024 0.0041612969
244.86 -61.84174 0.00062909559 0.0041593327
244.87 -61.841 0.00062918873 0.00415737
244.88 -61.840256 0.00062928197 0.0041554077
244.89 -61.839512 0.00062937522 0.0041534463
244.89999 -61.838768 0.00062946847 0.0041514863
244.91 -61.838024 0.00062956178 0.0041495273
244.92 -61.83728 0.00062965509 0.0041475692
244.92999 -61.836536 0.00062974845 0.004145612
244.94 -61.835793 0.00062984182 0.0041436558
244.95 -61.835049 0.00062993524 0.0041417005
244.96001 -61.834305 0.00063002872 0.0041397461
244.97 -61.833561 0.00063012214 0.0041377931
244.98 -61.832817 0.00063021568 0.004135841
244.99001 -61.832073 0.00063030922 0.0041338899
245 -61.831329 0.00063040276 0.0041319397
245.00999 -61.830585 0.00063049636 0.0041299905
245.02 -61.829838 0.00063059002 0.0041280421
