t v n o
50.200001 -63.728588 0.00043127473 0.014061064
50.209999 -63.72773 0.00043134901 0.014054115
50.220001 -63.726871 0.00043142331 0.01404717
50.23 -63.726013 0.00043149761 0.014040227
50.240002 -63.725151 0.00043157188 0.014033289
50.25 -63.724293 0.00043164619 0.014026353
50.259998 -63.723434 0.00043172049 0.014019421
50.27 -63.722576 0.00043179476 0.014012493
50.279999 -63.721718 0.00043186906 0.014005568
50.290001 -63.72086 0.00043194336 0.013998647
50.299999 -63.720001 0.00043201767 0.013991729
50.310001 -63.719143 0.00043209197 0.013984814
50.32 -63.718285 0.00043216627 0.013977904
50.330002 -63.717426 0.00043224057 0.013970996
50.34 -63.716568 0.00043231488 0.013964092
50.349998 -63.71571 0.00043238918 0.013957191
50.360001 -63.714855 0.00043246348 0.013950295
50.369999 -63.713997 0.00043253778 0.013943401
50.380001 -63.713139 0.00043261208 0.01393651
50.389999 -63.712284 0.00043268639 0.013929624
50.400002 -63.711426 0.00043276069 0.013922741
50.41 -63.710567 0.00043283499 0.013915861
50.419998 -63.709713 0.00043290932 0.013908984
50.43 -63.708855 0.00043298362 0.013902112
50.439999 -63.708 0.00043305792 0.013895242
50.450001 -63.707142 0.00043313226 0.013888376
50.459999 -63.706287 0.00043320656 0.013881514
50.470001 -63.705433 0.00043328086 0.013874655
50.48 -63.704575 0.00043335519 0.013867798
50.490002 -63.70372 0.00043342949 0.013860947
50.5 -63.702866 0.00043350382 0.013854098
50.509998 -63.702007 0.00043357813 0.013847252
50.52 -63.701153 0.00043365246 0.01384041
50.529999 -63.700298 0.00043372676 0.013833572
50.540001 -63.699444 0.00043380109 0.013826737
50.549999 -63.698589 0.00043387539 0.013819905
50.560001 -63.697735 0.00043394972 0.013813077
50.57 -63.69688 0.00043402406 0.013806252
50.580002 -63.696026 0.00043409836 0.013799431
50.59 -63.695171 0.00043417269 0.013792613
50.599998 -63.694317 0.00043424702 0.013785798
50.610001 -63.693462 0.00043432135 0.013778987
50.619999 -63.692608 0.00043439565 0.013772179
50.630001 -63.691753 0.00043446998 0.013765375
50.639999 -63.690903 0.00043454432 0.013758575
50.650002 -63.690048 0.00043461865 0.013751777
50.66 -63.689194 0.00043469298 0.013744983
50.669998 -63.688343 0.00043476731 0.013738193
50.68 -63.687489 0.00043484164 0.013731405
50.689999 -63.686634 0.00043491597 0.013724621
50.700001 -63.685783 0.0004349903 0.013717841
50.709999 -63.684929 0.00043506463 0.013711064
50.720001 -63.684078 0.00043513897 0.013704291
50.73 -63.683224 0.0004352133 0.013697521
50.740002 -63.682373 0.00043528766 0.013690754
50.75 -63.681522 0.00043536199 0.013683991
50.759998 -63.680668 0.00043543632 0.01367723
50.77 -63.679817 0.00043551065 0.013670473
50.779999 -63.678967 0.00043558501 0.01366372
50.790001 -63.678112 0.00043565934 0.013656971
50.799999 -63.677261 0.00043573367 0.013650225
50.810001 -63.676411 0.00043580803 0.013643481
50.82 -63.67556 0.00043588236 0.013636742
50.830002 -63.674709 0.00043595672 0.013630006
50.84 -63.673859 0.00043603106 0.013623272
50.849998 -63.673008 0.00043610542 0.013616543
50.860001 -63.672157 0.00043617975 0.013609817
50.869999 -63.671307 0.00043625411 0.013603094
50.880001 -63.670456 0.00043632844 0.013596375
50.889999 -63.669605 0.0004364028 0.013589659
50.900002 -63.668755 0.00043647716 0.013582946
50.91 -63.667904 0.00043655149 0.013576237
50.919998 -63.667053 0.00043662585 0.013569531
50.93 -63.666206 0.00043670021 0.013562828
50.939999 -63.665356 0.00043677457 0.013556129
50.950001 -63.664505 0.00043684893 0.013549433
50.959999 -63.663658 0.00043692326 0.013542741
50.970001 -63.662807 0.00043699762 0.013536052
50.98 -63.661957 0.00043707198 0.013529366
50.990002 -63.66111 0.00043714634 0.013522684
51 -63.660259 0.0004372207 0.013516004
51.009998 -63.659412 0.00043729506 0.013509328
51.02 -63.658566 0.00043736942 0.013502656
51.029999 -63.657715 0.00043744378 0.013495987
51.040001 -63.656868 0.00043751817 0.013489322
51.049999 -63.656017 0.00043759253 0.01348266
51.060001 -63.65517 0.00043766689 0.013476001
51.07 -63.654324 0.00043774126 0.013469345
51.080002 -63.653477 0.00043781562 0.013462692
51.09 -63.652626 0.00043789 0.013456044
51.099998 -63.651779 0.00043796437 0.013449399
51.110001 -63.650932 0.00043803873 0.013442757
51.119999 -63.650085 0.00043811311 0.013436117
51.130001 -63.649239 0.00043818748 0.013429482
51.139999 -63.648392 0.00043826184 0.01342285
51.150002 -63.647545 0.00043833622 0.01341622
51.16 -63.646698 0.00043841059 0.013409595
51.169998 -63.645851 0.00043848497 0.013402972
51.18 -63.645004 0.00043855933 0.013396353
51.189999 -63.644161 0.00043863372 0.013389738
51.200001 -63.643314 0.00043870811 0.013383126
51.209999 -63.642467 0.00043878247 0.013376517
51.220001 -63.641621 0.00043885686 0.013369911
51.23 -63.640778 0.00043893125 0.013363309
51.240002 -63.639931 0.00043900561 0.01335671
51.25 -63.639084 0.00043908 0.013350114
51.259998 -63.638241 0.00043915439 0.013343521
51.27 -63.637394 0.00043922878 0.013336932
51.279999 -63.636551 0.00043930317 0.013330347
51.290001 -63.635704 0.00043937753 0.013323764
51.299999 -63.634861 0.00043945192 0.013317185
51.310001 -63.634014 0.00043952631 0.013310609
51.32 -63.633171 0.0004396007 0.013304037
51.330002 -63.632324 0.00043967509 0.013297467
51.34 -63.631481 0.00043974948 0.013290902
51.349998 -63.630638 0.00043982387 0.013284339
51.360001 -63.629795 0.00043989829 0.013277779
51.369999 -63.628948 0.00043997267 0.013271223
51.380001 -63.628105 0.00044004706 0.01326467
51.389999 -63.627262 0.00044012145 0.013258121
51.400002 -63.626419 0.00044019584 0.013251575
51.41 -63.625576 0.00044027026 0.013245032
51.419998 -63.624733 0.00044034465 0.013238492
51.43 -63.62389 0.00044041904 0.013231955
51.439999 -63.623047 0.00044049346 0.013225422
51.450001 -63.622204 0.00044056785 0.013218893
51.459999 -63.621361 0.00044064224 0.013212366
51.470001 -63.620518 0.00044071666 0.013205843
51.48 -63.619675 0.00044079105 0.013199323
51.490002 -63.618832 0.00044086546 0.013192806
51.5 -63.617992 0.00044093988 0.013186293
51.509998 -63.617149 0.00044101427 0.013179783
51.52 -63.616306 0.00044108869 0.013173276
51.529999 -63.615467 0.00044116308 0.013166772
51.540001 -63.614624 0.0004412375 0.013160272
51.549999 -63.613781 0.00044131192 0.013153775
51.560001 -63.612942 0.00044138634 0.013147281
51.57 -63.612099 0.00044146072 0.01314079
51.580002 -63.611259 0.00044153514 0.013134303
51.59 -63.610416 0.00044160956 0.013127819
51.599998 -63.609577 0.00044168398 0.013121338
51.610001 -63.608734 0.0004417584 0.01311486
51.619999 -63.607895 0.00044183282 0.013108386
51.630001 -63.607056 0.00044190724 0.013101915
51.639999 -63.606216 0.00044198165 0.013095447
51.650002 -63.605373 0.00044205607 0.013088983
51.66 -63.604534 0.00044213049 0.013082521
51.669998 -63.603695 0.00044220491 0.013076063
51.68 -63.602856 0.00044227933 0.013069608
51.689999 -63.602016 0.00044235375 0.013063157
51.700001 -63.601177 0.00044242819 0.013056708
51.709999 -63.600334 0.00044250261 0.013050264
51.720001 -63.599495 0.00044257703 0.013043822
51.73 -63.598656 0.00044265145 0.013037383
51.740002 -63.59782 0.0004427259 0.013030947
51.75 -63.596981 0.00044280032 0.013024515
51.759998 -63.596142 0.00044287476 0.013018087
51.77 -63.595303 0.00044294918 0.01301166
51.779999 -63.594463 0.0004430236 0.013005238
51.790001 -63.593624 0.00044309805 0.012998818
51.799999 -63.592789 0.0004431725 0.012992403
51.810001 -63.591949 0.00044324691 0.012985989
51.82 -63.59111 0.00044332136 0.01297958
51.830002 -63.590275 0.00044339578 0.012973174
51.84 -63.589436 0.00044347023 0.012966771
51.849998 -63.588596 0.00044354468 0.012960371
51.860001 -63.587761 0.00044361909 0.012953973
51.869999 -63.586922 0.00044369354 0.01294758
51.880001 -63.586086 0.00044376799 0.01294119
51.889999 -63.585247 0.00044384244 0.012934803
51.900002 -63.584412 0.00044391688 0.012928419
51.91 -63.583576 0.00044399133 0.012922038
51.919998 -63.582737 0.00044406578 0.012915661
51.93 -63.581902 0.00044414023 0.012909287
51.939999 -63.581066 0.00044421467 0.012902915
51.950001 -63.580227 0.00044428912 0.012896547
51.959999 -63.579391 0.00044436357 0.012890182
51.970001 -63.578556 0.00044443802 0.012883821
51.98 -63.577721 0.00044451247 0.012877462
51.990002 -63.576885 0.00044458691 0.012871107
52 -63.57605 0.00044466136 0.012864755
52.009998 -63.575214 0.00044473584 0.012858407
52.02 -63.574379 0.00044481028 0.012852062
52.029999 -63.573544 0.00044488473 0.012845719
52.040001 -63.572708 0.00044495918 0.01283938
52.049999 -63.571873 0.00044503366 0.012833044
52.060001 -63.571037 0.0004451081 0.012826711
52.07 -63.570202 0.00044518258 0.012820381
52.080002 -63.569366 0.00044525703 0.012814054
52.09 -63.568535 0.00044533151 0.012807732
52.099998 -63.567699 0.00044540595 0.012801412
52.110001 -63.566864 0.00044548043 0.012795094
52.119999 -63.566032 0.00044555488 0.01278878
52.130001 -63.565197 0.00044562935 0.012782469
52.139999 -63.564362 0.00044570383 0.012776162
52.150002 -63.56353 0.00044577828 0.012769858
52.16 -63.562695 0.00044585275 0.012763557
52.169998 -63.561863 0.00044592723 0.012757259
52.18 -63.561028 0.00044600171 0.012750965
52.189999 -63.560196 0.00044607618 0.012744673
52.200001 -63.559361 0.00044615066 0.012738384
52.209999 -63.558529 0.00044622511 0.012732099
52.220001 -63.557697 0.00044629959 0.012725817
52.23 -63.556862 0.00044637406 0.012719538
52.240002 -63.55603 0.00044644854 0.012713262
52.25 -63.555199 0.00044652302 0.012706989
52.259998 -63.554367 0.00044659752 0.01270072
52.27 -63.553535 0.000446672 0.012694453
52.279999 -63.5527 0.00044674648 0.01268819
52.290001 -63.551868 0.00044682095 0.012681929
52.299999 -63.551037 0.00044689543 0.012675673
52.310001 -63.550205 0.00044696993 0.012669419
52.32 -63.549374 0.00044704441 0.012663168
52.330002 -63.548542 0.00044711889 0.012656921
52.34 -63.54771 0.00044719339 0.012650676
52.349998 -63.546879 0.00044726787 0.012644435
52.360001 -63.546051 0.00044734235 0.012638196
52.369999 -63.545219 0.00044741685 0.012631962
52.380001 -63.544388 0.00044749133 0.01262573
52.389999 -63.543556 0.00044756584 0.012619501
52.400002 -63.542728 0.00044764031 0.012613275
52.41 -63.541897 0.00044771482 0.012607053
52.419998 -63.541065 0.00044778932 0.012600834
52.43 -63.540237 0.0004478638 0.012594617
52.439999 -63.539406 0.00044793831 0.012588404
52.450001 -63.538574 0.00044801281 0.012582194
52.459999 -63.537746 0.00044808732 0.012575988
52.470001 -63.536915 0.00044816182 0.012569783
52.48 -63.536087 0.0004482363 0.012563583
52.490002 -63.535255 0.00044831081 0.012557385
52.5 -63.534428 0.00044838531 0.012551191
52.509998 -63.5336 0.00044845982 0.012545
52.52 -63.532768 0.00044853432 0.012538811
52.529999 -63.53194 0.00044860883 0.012532626
52.540001 -63.531113 0.00044868333 0.012526444
52.549999 -63.530281 0.00044875784 0.012520265
52.560001 -63.529453 0.00044883235 0.012514089
52.57 -63.528625 0.00044890688 0.012507916
52.580002 -63.527798 0.00044898139 0.012501747
52.59 -63.52697 0.00044905589 0.012495581
52.599998 -63.526142 0.0004491304 0.012489418
52.610001 -63.525314 0.00044920493 0.012483257
52.619999 -63.524487 0.00044927944 0.0124771
52.630001 -63.523659 0.00044935395 0.012470946
52.639999 -63.522831 0.00044942848 0.012464794
52.650002 -63.522003 0.00044950299 0.012458647
52.66 -63.521175 0.00044957752 0.012452502
52.669998 -63.520348 0.00044965203 0.01244636
52.68 -63.51952 0.00044972656 0.012440221
52.689999 -63.518696 0.0004498011 0.012434086
52.700001 -63.517868 0.0004498756 0.012427953
52.709999 -63.51704 0.00044995014 0.012421824
52.720001 -63.516212 0.00045002467 0.012415697
52.73 -63.515388 0.00045009918 0.012409574
52.740002 -63.514561 0.00045017371 0.012403454
52.75 -63.513737 0.00045024825 0.012397337
52.759998 -63.512909 0.00045032278 0.012391223
52.77 -63.512085 0.00045039732 0.012385111
52.779999 -63.511257 0.00045047185 0.012379004
52.790001 -63.510433 0.00045054639 0.012372899
52.799999 -63.509605 0.00045062092 0.012366797
52.810001 -63.508781 0.00045069546 0.012360699
52.82 -63.507954 0.00045076999 0.012354602
52.830002 -63.50713 0.00045084453 0.012348509
52.84 -63.506306 0.00045091906 0.01234242
52.849998 -63.505482 0.0004509936 0.012336333
52.860001 -63.504654 0.00045106813 0.01233025
52.869999 -63.50383 0.0004511427 0.01232417
52.880001 -63.503006 0.00045121723 0.012318092
52.889999 -63.502182 0.00045129177 0.012312018
52.900002 -63.501358 0.00045136633 0.012305947
52.91 -63.500534 0.00045144086 0.012299879
52.919998 -63.49971 0.00045151543 0.012293814
52.93 -63.498886 0.00045158996 0.012287752
52.939999 -63.498062 0.00045166453 0.012281693
52.950001 -63.497238 0.00045173906 0.012275636
52.959999 -63.496414 0.00045181363 0.012269584
52.970001 -63.49559 0.00045188816 0.012263534
52.98 -63.494766 0.00045196273 0.012257487
52.990002 -63.493942 0.00045203729 0.012251443
53 -63.493122 0.00045211182 0.012245402
53.009998 -63.492298 0.00045218639 0.012239364
53.02 -63.491474 0.00045226095 0.012233329
53.029999 -63.490654 0.00045233552 0.012227298
53.040001 -63.48983 0.00045241008 0.012221269
53.049999 -63.489006 0.00045248464 0.012215244
53.060001 -63.488186 0.00045255921 0.012209221
53.07 -63.487362 0.00045263377 0.012203201
53.080002 -63.486542 0.00045270834 0.012197184
53.09 -63.485718 0.0004527829 0.012191171
53.099998 -63.484898 0.00045285746 0.01218516
53.110001 -63.484074 0.00045293203 0.012179153
53.119999 -63.483253 0.00045300659 0.012173148
53.130001 -63.482433 0.00045308119 0.012167146
53.139999 -63.481609 0.00045315575 0.012161149
53.150002 -63.480789 0.00045323031 0.012155153
53.16 -63.479969 0.00045330488 0.012149161
53.169998 -63.479145 0.00045337947 0.01214317
53.18 -63.478325 0.00045345403 0.012137185
53.189999 -63.477505 0.00045352863 0.012131201
53.200001 -63.476685 0.00045360319 0.01212522
53.209999 -63.475864 0.00045367779 0.012119243
53.220001 -63.475044 0.00045375235 0.012113268
53.23 -63.474224 0.00045382694 0.012107297
53.240002 -63.473404 0.00045390154 0.012101329
53.25 -63.472584 0.0004539761 0.012095363
53.259998 -63.471764 0.00045405069 0.012089401
53.27 -63.470943 0.00045412529 0.012083441
53.279999 -63.470123 0.00045419988 0.012077485
53.290001 -63.469303 0.00045427444 0.012071531
53.299999 -63.468487 0.00045434904 0.012065581
53.310001 -63.467667 0.00045442363 0.012059634
53.32 -63.466846 0.00045449822 0.012053689
53.330002 -63.466026 0.00045457282 0.012047747
53.34 -63.46521 0.00045464741 0.012041809
53.349998 -63.46439 0.000454722 0.012035874
53.360001 -63.46357 0.00045479659 0.012029941
53.369999 -63.462753 0.00045487122 0.012024011
53.380001 -63.461933 0.00045494581 0.012018085
53.389999 -63.461117 0.0004550204 0.012012161
53.400002 -63.460297 0.000455095 0.01200624
53.41 -63.45948 0.00045516962 0.012000322
53.419998 -63.45866 0.00045524421 0.011994408
53.43 -63.457844 0.0004553188 0.011988496
53.439999 -63.457027 0.00045539343 0.011982587
53.450001 -63.456207 0.00045546802 0.011976682
53.459999 -63.455391 0.00045554264 0.011970779
53.470001 -63.454575 0.00045561724 0.011964879
53.48 -63.453754 0.00045569186 0.011958982
53.490002 -63.452938 0.00045576645 0.011953088
53.5 -63.452122 0.00045584107 0.011947197
53.509998 -63.451305 0.0004559157 0.011941309
53.52 -63.450489 0.00045599032 0.011935424
53.529999 -63.449673 0.00045606491 0.011929542
53.540001 -63.448856 0.00045613953 0.011923662
53.549999 -63.44804 0.00045621415 0.011917787
53.560001 -63.447224 0.00045628878 0.011911913
53.57 -63.446407 0.0004563634 0.011906043
53.580002 -63.445591 0.00045643802 0.011900175
53.59 -63.444775 0.00045651264 0.011894311
53.599998 -63.443958 0.00045658727 0.011888449
53.610001 -63.443142 0.00045666189 0.011882591
53.619999 -63.442326 0.00045673651 0.011876735
53.630001 -63.441513 0.00045681113 0.011870882
53.639999 -63.440697 0.00045688578 0.011865033
53.650002 -63.43988 0.00045696041 0.011859186
53.66 -63.439068 0.00045703503 0.011853342
53.669998 -63.438251 0.00045710965 0.011847502
53.68 -63.437435 0.0004571843 0.011841663
53.689999 -63.436623 0.00045725892 0.011835828
53.700001 -63.435806 0.00045733358 0.011829996
53.709999 -63.434994 0.0004574082 0.011824167
53.720001 -63.434177 0.00045748285 0.011818341
53.73 -63.433365 0.00045755747 0.011812517
53.740002 -63.432549 0.00045763212 0.011806698
53.75 -63.431736 0.00045770677 0.01180088
53.759998 -63.430923 0.0004577814 0.011795065
53.77 -63.430107 0.00045785605 0.011789254
53.779999 -63.429295 0.0004579307 0.011783444
53.790001 -63.428482 0.00045800535 0.011777639
53.799999 -63.427666 0.00045808 0.011771836
53.810001 -63.426853 0.00045815465 0.011766036
53.82 -63.426041 0.0004582293 0.011760239
53.830002 -63.425228 0.00045830396 0.011754445
53.84 -63.424416 0.00045837861 0.011748654
53.849998 -63.423603 0.00045845326 0.011742866
53.860001 -63.422791 0.00045852791 0.01173708
53.869999 -63.421978 0.00045860256 0.011731298
53.880001 -63.421165 0.00045867721 0.011725518
53.889999 -63.420353 0.00045875186 0.011719741
53.900002 -63.41954 0.00045882654 0.011713968
53.91 -63.418728 0.0004589012 0.011708196
53.919998 -63.417915 0.00045897585 0.011702429
53.93 -63.417103 0.00045905053 0.011696664
53.939999 -63.41629 0.00045912518 0.011690901
53.950001 -63.415482 0.00045919986 0.011685141
53.959999 -63.414669 0.00045927451 0.011679386
53.970001 -63.413857 0.00045934919 0.011673632
53.98 -63.413048 0.00045942387 0.011667881
53.990002 -63.412235 0.00045949852 0.011662133
54 -63.411423 0.0004595732 0.011656389
54.009998 -63.410614 0.00045964788 0.011650646
54.02 -63.409801 0.00045972253 0.011644907
54.029999 -63.408993 0.00045979721 0.011639171
54.040001 -63.40818 0.0004598719 0.011633438
54.049999 -63.407372 0.00045994658 0.011627708
54.060001 -63.406559 0.00046002126 0.01162198
54.07 -63.40575 0.00046009594 0.011616255
54.080002 -63.404942 0.00046017062 0.011610533
54.09 -63.404129 0.0004602453 0.011604815
54.099998 -63.40332 0.00046031998 0.011599098
54.110001 -63.402512 0.00046039466 0.011593385
54.119999 -63.401699 0.00046046937 0.011587675
54.130001 -63.40089 0.00046054405 0.011581968
54.139999 -63.400082 0.00046061873 0.011576262
54.150002 -63.399273 0.00046069344 0.011570561
54.16 -63.398464 0.00046076812 0.011564862
54.169998 -63.397655 0.0004608428 0.011559166
54.18 -63.396847 0.00046091751 0.011553473
54.189999 -63.396038 0.00046099219 0.011547782
54.200001 -63.395229 0.0004610669 0.011542095
54.209999 -63.394421 0.00046114161 0.011536411
54.220001 -63.393612 0.00046121629 0.011530729
54.23 -63.392803 0.000461291 0.01152505
54.240002 -63.391994 0.00046136571 0.011519374
54.25 -63.391186 0.00046144039 0.011513701
54.259998 -63.390377 0.0004615151 0.011508031
54.27 -63.389572 0.00046158981 0.011502363
54.279999 -63.388763 0.00046166452 0.011496698
54.290001 -63.387955 0.00046173923 0.011491037
54.299999 -63.387146 0.00046181394 0.011485377
54.310001 -63.386341 0.00046188865 0.011479721
54.32 -63.385532 0.00046196335 0.011474068
54.330002 -63.384724 0.00046203806 0.011468418
54.34 -63.383919 0.00046211277 0.01146277
54.349998 -63.38311 0.00046218751 0.011457126
54.360001 -63.382305 0.00046226222 0.011451484
54.369999 -63.381496 0.00046233693 0.011445845
54.380001 -63.380692 0.00046241167 0.011440208
54.389999 -63.379883 0.00046248638 0.011434575
54.400002 -63.379078 0.00046256109 0.011428945
54.41 -63.378273 0.00046263583 0.011423317
54.419998 -63.377464 0.00046271054 0.011417692
54.43 -63.376659 0.00046278528 0.01141207
54.439999 -63.375854 0.00046286001 0.011406451
54.450001 -63.37505 0.00046293472 0.011400834
54.459999 -63.374241 0.00046300946 0.011395221
54.470001 -63.373436 0.0004630842 0.011389609
54.48 -63.372631 0.00046315894 0.011384002
54.490002 -63.371826 0.00046323365 0.011378396
54.5 -63.371021 0.00046330839 0.011372794
54.509998 -63.370216 0.00046338313 0.011367194
54.52 -63.369411 0.00046345787 0.011361598
54.529999 -63.368607 0.0004635326 0.011356004
54.540001 -63.367802 0.00046360734 0.011350413
54.549999 -63.366997 0.00046368208 0.011344825
54.560001 -63.366192 0.00046375685 0.011339239
54.57 -63.365387 0.00046383159 0.011333656
54.580002 -63.364582 0.00046390633 0.011328077
54.59 -63.363781 0.00046398106 0.011322499
54.599998 -63.362976 0.00046405583 0.011316925
54.610001 -63.362171 0.00046413057 0.011311354
54.619999 -63.361366 0.00046420534 0.011305785
54.630001 -63.360565 0.00046428008 0.011300219
54.639999 -63.35976 0.00046435485 0.011294656
54.650002 -63.358955 0.00046442958 0.011289096
54.66 -63.358154 0.00046450435 0.011283538
54.669998 -63.357349 0.00046457909 0.011277984
54.68 -63.356548 0.00046465386 0.011272431
54.689999 -63.355743 0.00046472863 0.011266883
54.700001 -63.354942 0.00046480339 0.011261337
54.709999 -63.354137 0.00046487816 0.011255792
54.720001 -63.353336 0.0004649529 0.011250252
54.73 -63.352531 0.00046502767 0.011244714
54.740002 -63.35173 0.00046510244 0.011239178
54.75 -63.350929 0.0004651772 0.011233646
54.759998 -63.350124 0.00046525197 0.011228117
54.77 -63.349323 0.00046532677 0.01122259
54.779999 -63.348522 0.00046540154 0.011217066
54.790001 -63.347721 0.0004654763 0.011211544
54.799999 -63.346916 0.00046555107 0.011206026
54.810001 -63.346115 0.00046562587 0.01120051
54.82 -63.345314 0.00046570064 0.011194997
54.830002 -63.344513 0.0004657754 0.011189487
54.84 -63.343712 0.0004658502 0.01118398
54.849998 -63.342911 0.00046592497 0.011178475
54.860001 -63.34211 0.00046599976 0.011172973
54.869999 -63.341309 0.00046607456 0.011167474
54.880001 -63.340508 0.00046614933 0.011161977
54.889999 -63.339706 0.00046622413 0.011156484
54.900002 -63.338905 0.00046629892 0.011150992
54.91 -63.338104 0.00046637369 0.011145505
54.919998 -63.337303 0.00046644849 0.01114002
54.93 -63.336506 0.00046652328 0.011134537
54.939999 -63.335705 0.00046659808 0.011129057
54.950001 -63.334904 0.00046667288 0.01112358
54.959999 -63.334103 0.00046674768 0.011118106
54.970001 -63.333305 0.00046682247 0.011112634
54.98 -63.332504 0.00046689727 0.011107165
54.990002 -63.331703 0.00046697207 0.011101699
55 -63.330906 0.00046704689 0.011096235
55.009998 -63.330105 0.00046712169 0.011090775
55.02 -63.329308 0.00046719649 0.011085317
55.029999 -63.328506 0.00046727131 0.011079862
55.040001 -63.327709 0.00046734611 0.01107441
55.049999 -63.326908 0.00046742093 0.01106896
55.060001 -63.326111 0.00046749573 0.011063513
55.07 -63.325314 0.00046757056 0.011058069
55.080002 -63.324512 0.00046764535 0.011052628
55.09 -63.323715 0.00046772018 0.011047189
55.099998 -63.322918 0.00046779501 0.011041753
55.110001 -63.322117 0.0004678698 0.01103632
55.119999 -63.32132 0.00046794463 0.011030889
55.130001 -63.320522 0.00046801945 0.011025461
55.139999 -63.319725 0.00046809428 0.011020036
55.150002 -63.318924 0.00046816911 0.011014614
55.16 -63.318127 0.00046824393 0.011009195
55.169998 -63.317329 0.00046831876 0.011003777
55.18 -63.316532 0.00046839358 0.010998364
55.189999 -63.315735 0.00046846841 0.010992952
55.200001 -63.314938 0.00046854324 0.010987544
55.209999 -63.31414 0.00046861809 0.010982137
55.220001 -63.313343 0.00046869292 0.010976734
55.23 -63.312546 0.00046876774 0.010971334
55.240002 -63.311749 0.0004688426 0.010965936
55.25 -63.310955 0.00046891742 0.010960541
55.259998 -63.310158 0.00046899228 0.010955148
55.27 -63.309361 0.0004690671 0.010949759
55.279999 -63.308563 0.00046914196 0.010944371
55.290001 -63.307766 0.00046921681 0.010938987
55.299999 -63.306973 0.00046929164 0.010933605
55.310001 -63.306175 0.0004693665 0.010928227
55.32 -63.305378 0.00046944135 0.01092285
55.330002 -63.304585 0.00046951621 0.010917477
55.34 -63.303787 0.00046959106 0.010912106
55.349998 -63.302994 0.00046966592 0.010906738
55.360001 -63.302197 0.00046974077 0.010901373
55.369999 -63.301403 0.00046981563 0.01089601
55.380001 -63.300606 0.00046989048 0.01089065
55.389999 -63.299812 0.00046996534 0.010885293
55.400002 -63.299015 0.00047004019 0.010879938
55.41 -63.298222 0.00047011505 0.010874586
55.419998 -63.297424 0.00047018993 0.010869237
55.43 -63.296631 0.00047026479 0.01086389
55.439999 -63.295837 0.00047033967 0.010858546
55.450001 -63.29504 0.00047041452 0.010853205
55.459999 -63.294247 0.00047048941 0.010847867
55.470001 -63.293453 0.00047056426 0.010842531
55.48 -63.29266 0.00047063915 0.010837197
55.490002 -63.291866 0.000470714 0.010831867
55.5 -63.291069 0.00047078889 0.010826539
55.509998 -63.290276 0.00047086377 0.010821214
55.52 -63.289482 0.00047093866 0.010815892
55.529999 -63.288689 0.00047101354 0.010810573
55.540001 -63.287895 0.00047108842 0.010805255
55.549999 -63.287102 0.00047116331 0.010799941
55.560001 -63.286308 0.00047123819 0.010794629
55.57 -63.285515 0.00047131308 0.01078932
55.580002 -63.284721 0.00047138796 0.010784013
55.59 -63.283928 0.00047146284 0.01077871
55.599998 -63.283138 0.00047153773 0.010773409
55.610001 -63.282345 0.00047161264 0.01076811
55.619999 -63.281551 0.00047168753 0.010762814
55.630001 -63.280758 0.00047176241 0.010757522
55.639999 -63.279968 0.00047183732 0.010752231
55.650002 -63.279175 0.00047191221 0.010746944
55.66 -63.278381 0.00047198712 0.010741659
55.669998 -63.277588 0.00047206203 0.010736376
55.68 -63.276798 0.00047213692 0.010731096
55.689999 -63.276005 0.00047221183 0.010725819
55.700001 -63.275215 0.00047228675 0.010720544
55.709999 -63.274422 0.00047236166 0.010715272
55.720001 -63.273632 0.00047243657 0.010710004
55.73 -63.272839 0.00047251148 0.010704737
55.740002 -63.272049 0.0004725864 0.010699473
55.75 -63.271255 0.00047266131 0.010694211
55.759998 -63.270466 0.00047273622 0.010688953
55.77 -63.269676 0.00047281114 0.010683697
55.779999 -63.268883 0.00047288605 0.010678444
55.790001 -63.268093 0.00047296096 0.010673193
55.799999 -63.267303 0.00047303591 0.010667945
55.810001 -63.26651 0.00047311082 0.0106627
55.82 -63.26572 0.00047318576 0.010657457
55.830002 -63.264931 0.00047326068 0.010652217
55.84 -63.264141 0.00047333562 0.010646979
55.849998 -63.263351 0.00047341053 0.010641744
55.860001 -63.262558 0.00047348547 0.010636512
55.869999 -63.261768 0.00047356042 0.010631283
55.880001 -63.260979 0.00047363533 0.010626055
55.889999 -63.260189 0.00047371027 0.010620832
55.900002 -63.259399 0.00047378521 0.01061561
55.91 -63.25861 0.00047386016 0.01061039
55.919998 -63.25782 0.0004739351 0.010605174
55.93 -63.25703 0.00047401004 0.01059996
55.939999 -63.256245 0.00047408498 0.010594749
55.950001 -63.255455 0.00047415993 0.01058954
55.959999 -63.254665 0.00047423487 0.010584334
55.970001 -63.253876 0.00047430984 0.010579131
55.98 -63.253086 0.00047438478 0.01057393
55.990002 -63.2523 0.00047445972 0.010568731
56 -63.251511 0.0004745347 0.010563537
56.009998 -63.250721 0.00047460964 0.010558343
56.02 -63.249931 0.00047468461 0.010553153
56.029999 -63.249146 0.00047475955 0.010547965
56.040001 -63.248356 0.00047483452 0.01054278
56.049999 -63.24757 0.0004749095 0.010537597
56.060001 -63.24678 0.00047498447 0.010532417
56.07 -63.245995 0.00047505941 0.01052724
56.080002 -63.245205 0.00047513438 0.010522066
56.09 -63.244419 0.00047520935 0.010516893
